NOMBRE DEL PLATILLO|ORIGEN_Platillo|RENDIMIENTO (PERSONAS)_Platillo|PREPARACIÓN (MIN)_Platillo|COCCIÓN (MIN)_Platillo|REPOSO (MIN)_Platillo|REFRIGERACIÓN (MIN)_Platillo|CONGELACIÓN (MIN)_Platillo|DIFICULTAD_Platillo|COSTO_Platillo|TIPO_Platillo|Epoca_Platillo|Categoría_Platillo|Ingrediente|num_Platillos|Categoría_Ingrediente|Epoca_Ingrediente|Origen_Ingrediente|Destino_Ingrediente|Estado_Ingrediente|Cultura_prehispánica_Ingrediente|Nota_cultural_Ingrediente
CALDO DE HONGOS|ESTADO DE MEXICO|6|15|25|0|0|0|1|2|Sopas|México Prehispánico (Antes de 1521)|Sopas y caldos|HONGO|7|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Tlaxcala|Tlaxcala|Tlaxcala|Mexica|Se recolectan en temporada. Algunos se consideran espirituales.
CALDO DE HONGOS|ESTADO DE MEXICO|6|15|25|0|0|0|1|2|Sopas|México Prehispánico (Antes de 1521)|Sopas y caldos|ACEITE DE OLIVA|55|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Se cultiva en México desde el siglo XVI, pero con restricción colonial.
CALDO DE HONGOS|ESTADO DE MEXICO|6|15|25|0|0|0|1|2|Sopas|México Prehispánico (Antes de 1521)|Sopas y caldos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
CALDO DE HONGOS|ESTADO DE MEXICO|6|15|25|0|0|0|1|2|Sopas|México Prehispánico (Antes de 1521)|Sopas y caldos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
CALDO DE HONGOS|ESTADO DE MEXICO|6|15|25|0|0|0|1|2|Sopas|México Prehispánico (Antes de 1521)|Sopas y caldos|PEREJIL|26|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Grecia|CDMX|CDMX|Grecia|Se usa desde la antigüedad como planta de funeral y cocina.
CALDO DE HONGOS|ESTADO DE MEXICO|6|15|25|0|0|0|1|2|Sopas|México Prehispánico (Antes de 1521)|Sopas y caldos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
CALDO DE HONGOS|ESTADO DE MEXICO|6|15|25|0|0|0|1|2|Sopas|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE VERDE|13|Verduras y Hierbas|México Prehispánico (Antes de 1521)|CDMX|CDMX|CDMX|Mexica|Genérico para chiles frescos; el color de la esperanza también pica.
CALDO DE HONGOS|ESTADO DE MEXICO|6|15|25|0|0|0|1|2|Sopas|México Prehispánico (Antes de 1521)|Sopas y caldos|CALDO DE POLLO|60|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|Tlaxcala|Tlaxcala|Tlaxcala|Mexica|El caldo se preparaba con aves nativas como el guajolote, no con pollo.
CALDO DE HONGOS|ESTADO DE MEXICO|6|15|25|0|0|0|1|2|Sopas|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
DULCE DE PLATON DE MAÍZ AZUL|ESTADO DE MEXICO|8|30|70|480|0|0|2|1|Postres|México Prehispánico (Antes de 1521)|Dulces y postres|MAÍZ AZUL|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Tlaxcala|Tlaxcala|Tlaxcala|Mexica|Su pigmento contiene antocianinas; se usaba en rituales de fertilidad.
DULCE DE PLATON DE MAÍZ AZUL|ESTADO DE MEXICO|8|30|70|480|0|0|2|1|Postres|México Prehispánico (Antes de 1521)|Dulces y postres|TEQUESQUITE|3|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Sal mineral natural usada para cocer nopales y dar esponjosidad.
DULCE DE PLATON DE MAÍZ AZUL|ESTADO DE MEXICO|8|30|70|480|0|0|2|1|Postres|México Prehispánico (Antes de 1521)|Dulces y postres|LECHE|43|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Turquía|Jalisco|Jalisco|Turquía|Las vacas fueron traídas por Cortés; antes no había leche animal en América.
DULCE DE PLATON DE MAÍZ AZUL|ESTADO DE MEXICO|8|30|70|480|0|0|2|1|Postres|México Prehispánico (Antes de 1521)|Dulces y postres|CANELA|62|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Sri Lanka|Veracruz|Veracruz|Sri Lanka|En la Colonia se usaba en casi todos los postres conventuales.
DULCE DE PLATON DE MAÍZ AZUL|ESTADO DE MEXICO|8|30|70|480|0|0|2|1|Postres|México Prehispánico (Antes de 1521)|Dulces y postres|AZUCAR|103|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Cultivo traído por los españoles; el azúcar impulsó el desarrollo de haciendas.
DULCE DE PLATON DE MAÍZ AZUL|ESTADO DE MEXICO|8|30|70|480|0|0|2|1|Postres|México Prehispánico (Antes de 1521)|Dulces y postres|AGUA DE AZAHAR|1|Condimentos, Aceites y Endulzantes|Influencia europea / Porfiriato (1821 - 1910)|Marruecos|Puebla|Puebla|Marruecos|Usada en pan de muerto y roscas; tiene uso medicinal.
DULCE DE PLATON DE MAÍZ AZUL|ESTADO DE MEXICO|8|30|70|480|0|0|2|1|Postres|México Prehispánico (Antes de 1521)|Dulces y postres|CANELA|62|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Sri Lanka|Veracruz|Veracruz|Sri Lanka|En la Colonia se usaba en casi todos los postres conventuales.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|VINAGRE DE FRUTA|3|Frutas|Conquista y Virreinato (1521 – 1821)|Francia|Puebla|Puebla|Francia|Se obtiene al fermentar jugos; base de aderezos y escabeches.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|HINOJO|3|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Italia|CDMX|CDMX|Italia|Usado por romanos como digestivo; en México aromatiza caldos.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|MIEL|11|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Campeche|Campeche|Campeche|Maya|La abeja melipona, sin aguijón, da una miel considerada medicinal.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|ACEITE DE OLIVA|55|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Se cultiva en México desde el siglo XVI, pero con restricción colonial.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|LECHUGA FRANCESA|1|Verduras y Hierbas|Influencia europea / Porfiriato (1821 - 1910)|Francia|CDMX|CDMX|Francia|"Se cultivó en conventos; su nombre es ""mantecosa"" por la textura suave."
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|LECHUGA SANGRIA|1|Verduras y Hierbas|México Contemporáneo (1940 - Actualidad)|Francia|CDMX|CDMX|Francia|Su color rojizo proviene de antocianinas, antioxidantes naturales.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|CALABAZA|47|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Se usaban la pulpa, las semillas y hasta las cáscaras como utensilios.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|HUEVO DE CODORNIZ|1|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Francia|Querétaro|Querétaro|Francia|Más pequeño y fino que el de gallina; usado en canapés.
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|AMARANTO|4|Granos y Cereales|México Prehispánico (Antes de 1521)|CDMX|CDMX|CDMX|Mexica|Prohibido durante la Colonia por usarse en rituales aztecas. Hoy es superalimento.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|HABA|3|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Egipto|Puebla|Puebla|Egipto|Era símbolo de fertilidad; en México se sirve con nopales o chorizo.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|ZANAHORIA|28|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Zacatecas|Zacatecas|Irán|Era originalmente morada; la naranja se desarrolló en Países Bajos.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|POLLO|37|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|No existía en Mesoamérica; se masificó su consumo en el siglo XX.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|TOMILLO|38|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Grecia|CDMX|CDMX|Grecia|Planta asociada a rituales de fuerza y valor en la antigüedad.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|ANIS|22|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Siria|Puebla|Puebla|Siria|Base del anís mexicano; se usa en dulces y atoles.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Ensaladas|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
GORDITAS DE NATA|ESTADO DE MEXICO|12|20|25|0|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Antojitos|NATA|3|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Capa grasa de leche hervida; base del rompope conventual.
GORDITAS DE NATA|ESTADO DE MEXICO|12|20|25|0|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Antojitos|AZUCAR|103|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Cultivo traído por los españoles; el azúcar impulsó el desarrollo de haciendas.
GORDITAS DE NATA|ESTADO DE MEXICO|12|20|25|0|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Antojitos|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
GORDITAS DE NATA|ESTADO DE MEXICO|12|20|25|0|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Antojitos|HARINA DE TRIGO|31|Granos y Cereales|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Hernán Cortés mandó sembrar trigo en Texcoco por necesidad de pan.
GORDITAS DE NATA|ESTADO DE MEXICO|12|20|25|0|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Antojitos|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
GORDITAS DE NATA|ESTADO DE MEXICO|12|20|25|0|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Antojitos|POLVO PARA HORNEAR|19|Condimentos, Aceites y Endulzantes|México Contemporáneo (1940 - Actualidad)|Alemania|Veracruz|Veracruz|Alemania|Inventado en el siglo XIX; revolucionó la repostería sin levadura.
GORDITAS DE NATA|ESTADO DE MEXICO|12|20|25|0|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Antojitos|CANELA|62|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Sri Lanka|Veracruz|Veracruz|Sri Lanka|En la Colonia se usaba en casi todos los postres conventuales.
GORDITAS DE NATA|ESTADO DE MEXICO|12|20|25|0|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Antojitos|LECHE|43|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Turquía|Jalisco|Jalisco|Turquía|Las vacas fueron traídas por Cortés; antes no había leche animal en América.
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|HAZONTLE|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|CDMX|CDMX|CDMX|Mexica|"Se le dice ""árbol de amaranto""; fue cultivado en chinampas."
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|ARROZ|18|Granos y Cereales|Conquista y Virreinato (1521 – 1821)|China|Veracruz|Veracruz|China|Llegó por Filipinas; México es el mayor consumidor de arroz en América.
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|QUESO|20|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Suiza|Chihuahua|Chihuahua|Suiza|Los menonitas lo introdujeron al norte del país en el siglo XX.
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|TRIGO|9|Granos y Cereales|Conquista y Virreinato (1521 – 1821)|España|Tlaxcala|Tlaxcala|España|Se sembró por orden de Cortés, convirtiéndose en cultivo religioso.
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|Platos Principales|Conquista y Virreinato (1521 – 1821)|Vegetariano|CHILE SERRANO|52|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Se llama “serrano” porque crece en la sierra. Su picor varía con la altitud.
MEXTLAPIQUES|ESTADO DE MEXICO|9|30|20|0|0|0|2|2|Mariscos|México Prehispánico (Antes de 1521)|Platos fuertes|MAÍZ|66|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Olmeca|Según el Popol Vuh, los dioses crearon al hombre del maíz. Sin maíz no hay país.
MEXTLAPIQUES|ESTADO DE MEXICO|9|30|20|0|0|0|2|2|Mariscos|México Prehispánico (Antes de 1521)|Platos fuertes|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
MEXTLAPIQUES|ESTADO DE MEXICO|9|30|20|0|0|0|2|2|Mariscos|México Prehispánico (Antes de 1521)|Platos fuertes|MOJARRA|2|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Tabasco|Tabasco|Tabasco|Maya|Pescado de río; se sirve entero frito o en caldo de hierbas.
MEXTLAPIQUES|ESTADO DE MEXICO|9|30|20|0|0|0|2|2|Mariscos|México Prehispánico (Antes de 1521)|Platos fuertes|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
MEXTLAPIQUES|ESTADO DE MEXICO|9|30|20|0|0|0|2|2|Mariscos|México Prehispánico (Antes de 1521)|Platos fuertes|SALSA DE TOMATE|1|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|CDMX|CDMX|CDMX|Mestiza|Adaptación mexicana al ketchup, más líquida y menos dulce.
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|Platos Principales|México Contemporáneo (1940 - Actualidad)|Vegetariano|CHILE PASILLA|24|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Su nombre viene del parecido con una “pasa” por su color y textura.
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|Platos Principales|México Contemporáneo (1940 - Actualidad)|Vegetariano|PULQUE BLANCO|4|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Otomí|Se creía que era la bebida de la luna. Sólo lo bebían adultos mayores.
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|Platos Principales|México Contemporáneo (1940 - Actualidad)|Vegetariano|HONGO|7|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Tlaxcala|Tlaxcala|Tlaxcala|Mexica|Se recolectan en temporada. Algunos se consideran espirituales.
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|Platos Principales|México Contemporáneo (1940 - Actualidad)|Vegetariano|MIXIOTE|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Otomí|La hoja que lo envuelve es del maguey; hoy está protegida por ley.
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|Platos Principales|México Contemporáneo (1940 - Actualidad)|Vegetariano|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|Platos Principales|México Contemporáneo (1940 - Actualidad)|Vegetariano|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|Platos Principales|México Contemporáneo (1940 - Actualidad)|Vegetariano|CHILE SERRANO|52|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Se llama “serrano” porque crece en la sierra. Su picor varía con la altitud.
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|Platos Principales|México Contemporáneo (1940 - Actualidad)|Vegetariano|ACEITE DE MAÍZ|16|Condimentos, Aceites y Endulzantes|México Contemporáneo (1940 - Actualidad)|EE.UU.|CDMX|CDMX|EE.UU.|Industrializado en el siglo XX como alternativa vegetal económica.
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|Platos Principales|México Contemporáneo (1940 - Actualidad)|Vegetariano|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
